id_estudante,estado,cidade,tipo_escola,renda_familiar,nota_matematica,nota_linguagens,nota_ciencias,nota_humanas,nota_redacao,media_final
931,RJ,Nova Iguaçu,Pública,1885.5,532.3,582.69,588.99,539.66,681.96,585.12
932,AM,Manaus,Privada,6588.17,416.91,410.97,477.83,473.05,461.35,448.02
933,MG,Contagem,Pública,11771.56,664.22,766.31,767.24,612.77,674.09,696.93
934,RJ,Niterói,Privada,12640.79,623.37,682.73,637.66,726.87,770.29,688.19
935,RS,Pelotas,Pública,13543.45,657.89,643.58,708.51,688.13,683.78,676.38
936,CE,Sobral,Pública,11317.9,558.74,432.26,514.45,437.53,407.78,470.15
937,AM,Manaus,Pública,910.53,488.2,462.39,503.59,551.94,510.53,503.33
938,RJ,Niterói,Pública,5643.86,625.88,488.69,574.42,488.04,507.2,536.85
939,MG,Uberlândia,Pública,14219.75,706.43,599.65,639.25,774.25,635.6,671.04
940,MG,Belo Horizonte,Pública,7710.23,763.25,792.08,662.69,742.89,710.73,734.33
941,BA,Feira de Santana,Pública,8640.72,705.31,706.66,768.43,664.52,587.9,686.56
942,CE,Fortaleza,Pública,4802.09,538.12,616.56,637.74,630.65,691.15,622.84
943,RJ,Duque de Caxias,Privada,7804.23,622.61,509.6,437.62,616.74,469.81,531.28
944,RS,Porto Alegre,Pública,8000.25,700.64,597.46,481.21,532.02,738.2,609.9
945,PR,Curitiba,Privada,12077.6,662.72,600.53,606.32,606.57,659.31,627.09
946,RS,Caxias do Sul,Pública,2950.35,663.36,610.26,701.06,765.44,799.86,708.0
947,RS,Porto Alegre,Pública,7767.81,570.13,535.66,517.97,481.88,514.72,524.07
948,PE,Petrolina,Pública,14351.56,686.84,454.05,519.9,501.53,487.8,530.02
949,AM,Parintins,Pública,3908.81,631.33,459.71,459.34,550.26,522.56,524.64
950,MG,Contagem,Privada,10180.7,787.28,797.36,628.58,761.5,635.85,722.11
951,RS,Porto Alegre,Pública,8006.32,641.5,714.0,657.47,685.03,775.71,694.74
952,CE,Sobral,Pública,13755.64,728.22,606.68,534.43,524.68,637.66,606.33
953,MG,Uberlândia,Privada,2366.48,580.07,705.92,805.19,749.38,755.11,719.13
954,PE,Recife,Pública,8164.82,561.07,562.52,403.68,505.03,546.74,515.81
955,PE,Caruaru,Pública,8651.91,894.66,752.53,745.16,675.38,609.84,735.52
956,SP,Campinas,Pública,1144.27,595.16,584.11,598.6,497.95,544.04,563.97
957,BA,Salvador,Pública,7964.04,680.23,644.18,652.46,587.58,685.56,650.0
958,DF,Taguatinga,Pública,9400.82,565.4,646.85,633.98,588.98,599.74,606.99
959,DF,Taguatinga,Pública,6899.39,626.16,686.84,638.19,743.62,586.36,656.23
960,CE,Sobral,Privada,11630.35,590.42,733.7,649.29,572.73,659.77,641.18
961,RJ,Nova Iguaçu,Pública,12297.47,652.61,681.39,578.79,635.42,676.81,645.0
962,DF,Taguatinga,Pública,12723.03,611.21,518.03,658.01,609.43,584.2,596.18
963,DF,Ceilândia,Pública,879.12,444.68,501.04,535.0,522.92,496.95,500.12
964,CE,Fortaleza,Privada,6844.97,655.8,677.96,724.39,786.81,799.76,728.94
965,CE,Caucaia,Pública,8249.17,774.43,664.72,741.55,710.69,828.71,744.02
966,BA,Vitória da Conquista,Pública,6077.17,668.91,653.3,621.9,669.39,576.49,638.0
967,BA,Ilhéus,Pública,14094.08,533.65,390.25,557.84,555.95,510.6,509.66
968,PR,Londrina,Pública,1752.08,579.93,625.93,562.32,525.99,577.15,574.26
969,CE,Caucaia,Pública,9836.08,654.46,633.18,643.55,666.89,691.95,658.0
970,BA,Vitória da Conquista,Pública,6526.41,469.29,533.06,588.54,570.3,548.13,541.86
971,BA,Salvador,Pública,8216.91,492.76,588.35,589.21,475.96,655.58,560.37
972,DF,Ceilândia,Privada,3772.16,635.38,702.22,588.86,666.13,694.09,657.34
973,SP,Santos,Pública,14571.76,826.91,644.51,704.4,697.2,639.08,702.42
974,PR,Ponta Grossa,Privada,10828.67,684.29,615.14,585.35,608.84,536.18,605.96
975,MG,Contagem,Pública,7759.33,543.26,481.5,496.67,572.01,622.58,543.21
976,CE,Juazeiro do Norte,Privada,3835.68,511.27,558.88,614.23,586.63,575.76,569.35
977,CE,Juazeiro do Norte,Pública,879.73,617.77,583.63,733.44,575.57,574.65,617.01
978,BA,Ilhéus,Pública,14939.48,550.31,568.44,574.77,569.47,498.94,552.38
979,DF,Ceilândia,Pública,3267.55,507.97,645.74,637.87,533.99,522.72,569.66
980,MG,Uberlândia,Pública,12643.71,755.83,616.79,781.43,644.85,807.91,721.36
981,DF,Ceilândia,Pública,12689.28,631.51,706.58,592.14,702.66,609.4,648.46
982,PR,Ponta Grossa,Privada,10308.9,815.6,767.02,743.01,807.31,820.13,790.61
983,MG,Belo Horizonte,Pública,8759.94,574.33,714.06,818.64,755.41,832.7,739.03
984,MG,Belo Horizonte,Pública,9194.31,743.01,588.91,706.88,746.3,799.15,716.85
985,RS,Pelotas,Privada,9920.91,720.15,726.72,729.31,703.96,668.2,709.67
986,MG,Juiz de Fora,Pública,12660.91,688.51,588.59,662.22,635.46,630.93,641.14
987,PE,Caruaru,Privada,8227.21,774.62,646.89,718.72,730.82,751.59,724.53
988,BA,Feira de Santana,Pública,14552.56,635.07,549.2,552.09,593.5,608.21,587.62
989,RJ,Niterói,Pública,7434.91,582.82,626.67,707.63,632.76,716.95,653.37
990,SP,Campinas,Pública,5552.92,788.16,724.19,620.85,703.96,652.23,697.88
991,DF,Taguatinga,Pública,10661.88,598.86,622.86,600.77,541.94,539.95,580.87
992,SP,Campinas,Privada,13592.29,670.95,686.17,609.22,692.82,644.01,660.63
993,BA,Feira de Santana,Privada,8865.43,797.41,746.86,747.75,708.92,695.44,739.27
994,CE,Fortaleza,Pública,3645.77,656.85,701.98,709.75,620.21,659.11,669.58
995,AM,Parintins,Pública,3062.48,492.56,535.82,571.48,614.79,494.66,541.86
996,RS,Porto Alegre,Pública,5320.67,632.59,694.04,642.44,743.26,733.06,689.08
997,AM,Manaus,Pública,10312.25,706.75,543.65,543.4,558.88,465.26,563.59
998,SP,Sorocaba,Privada,9967.2,773.57,669.99,743.58,687.36,655.14,705.93
999,BA,Vitória da Conquista,Pública,12462.11,865.98,843.98,881.28,828.07,724.61,828.79
1000,RJ,Nova Iguaçu,Pública,2239.95,600.72,660.74,770.83,648.53,748.72,685.91
